"uri","name","en_name","code","status","status_note","policy_area","lead_dg","associated_dg","group_type","scope","mission","task","composition","active_since","last_updated","creating_act","abbreviation","link_to_website"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=126","Milk and Milk Products","Milk and Milk Products","E00126","On Hold","Group which does not operate on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","To advise the Commission on all scientific questions concerning the Milk and Milk Products, including methods of analysis and technological questions.","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views
Monitors the development of national policies and the enforcement of EU legislation by national authorities","National Administrations
Academia","28/09/05","20 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=127","Beef and Veal","Beef and Veal","E00127","On Hold","Group which does not operate on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","To establish close cooperation between the Member States and the Commission on issues relating to the management of the market in beef and veal and relating to the necessary legislation.","Assist the Commission in the preparation of legislation or in policy definition
Monitors the development of national policies and the enforcement of EU legislation by national authorities
Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","National Administrations","28/09/05","09 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=128","Classification of Beef carcasses","Classification of Beef carcasses","E00128","Active","Group which operates on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","To advise the Commission on issues relating to carcase grading in the beef sector; to facilitate the exchange of information, experience and good practices in the area of carcase grading in the beef sector.","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views","National Administrations","28/09/05","08 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=129","Sheepmeat and Goat meat","Sheepmeat and Goat meat","E00129","On Hold","Group which does not operate on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","To establish close cooperation between the Member States and the Commission on issues relating to the management of the market in sheepmeat and goat meat and relating to the necessary legislation.","Assist the Commission in the preparation of legislation or in policy definition
Monitors the development of national policies and the enforcement of EU legislation by national authorities
Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","National Administrations","28/09/05","09 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=130","Pigmeat","Pigmeat","E00130","On Hold","Group which does not operate on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","To establish close cooperation between the Member States and the Commission on issues relating to the management of the market in pigmeat and relating to the necessary legislation.","Assist the Commission in the preparation of legislation or in policy definition
Monitors the development of national policies and the enforcement of EU legislation by national authorities
Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","National Administrations","28/09/05","09 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=131","Pig carcase classification","Pig carcase classification","E00131","Active","Group which operates on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","To advise the Commission on issues relating to carcase grading in the pigmeat sector; to facilitate the exchange of information, experience and good practices in the area of carcase grading in the pigmeat sector.","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views","National Administrations","28/09/05","08 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=132","Poultry meat and eggs markets","Poultry meat and eggs markets","E00132","Active","Group which operates on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","To establish close cooperation between the Member States and the Commission on issues relating to the management of the markets in eggs and in poultry meat and relating to the necessary legislation.","Assist the Commission in the preparation of legislation or in policy definition
Monitors the development of national policies and the enforcement of EU legislation by national authorities
Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","National Administrations","28/09/05","08 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=133","Apiculture  ","Beekeeping","E00133","On Hold","Group which does not operate on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG","SANCO - Health and Consumers DG","Informal, Permanent","Limited","To establish close cooperation between the Member States and the Commission on issues relating to the honey sector and to facilitate the exchange of information, experiences and good practices in the area of honey and honey products.","Assist the Commission in the preparation of legislation or in policy definition","National Administrations","28/09/05","09 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=135","Tabac ","Tobacco","E00135","On Hold","Group which does not operate on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","Etablir une coopération entre les Etats membres et la Commission sur les questions techniques portant sur la culture du tabac; assurer l’échange d’information, d’expériences et de bonnes pratiques dans le domaine de la culture du produit; conseiller la Commission sur toute question technique relative aux différentes variétés de tabac; suivre l’évolution des politiques en ce qui concerne le contrôle de la production et de la commercialisation du tabac ainsi que les pratiques administratives.","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views","National Administrations","28/09/05","20 May 2011",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=136","Houblon ","Hops","E00136","On Hold","Group which does not operate on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","Etablir une coopération entre les Etats membres et la Commission sur les questions techniques portant sur la culture du houblon; assurer l’échange d’information, d’expériences et de bonnes pratiques dans le domaine de la culture et de la commercialisation du produit; conseiller la Commission sur toute question relative à la culture des différentes variétés de houblon; suivre l’évolution des politiques en ce qui concerne le contrôle de la production et de la commercialisation du houblon ainsi que les pratiques administratives.","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views","National Administrations","28/09/05","20 May 2011",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=137","Semences ","Seeds","E00137","On Hold","Group which does not operate on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","Etablir une coopération entre les Etats membres et la Commission sur les questions techniques portant sur la multiplication des semences; assurer l’échange d’information, d’expériences et de bonnes pratiques dans le domaine de la multiplication; conseiller la Commission sur toute question technique relative à la multiplication des différentes espèces des semences; suivre l’évolution des politiques en ce qui concerne le contrôle de la production et de la commercialisation des semences ainsi que les pratiques administratives.","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views","National Administrations","28/09/05","20 May 2011",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=138","Vins ","Wine","E00138","Active","Group which operates on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","Etablir une coopération entre les Etats membres et la Commission sur les questions techniques portant sur la culture viti-vinicole; assurer l’échange d’information, d’expériences et de bonnes pratiques dans le domaine de la culture du produit;  suivre l’évolution des politiques en ce qui concerne le contrôle de la production et de la commercialisation du vin ainsi que les pratiques administratives.","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views","National Administrations","28/09/05","20 May 2011",,,
